id,vehicle_id,coverage_id,active,created_date
93,25,11,TRUE,2025-02-27 00:00:00
94,26,11,TRUE,2024-12-16 00:00:00
95,26,5,TRUE,2024-12-16 00:00:00
96,26,13,TRUE,2024-12-16 00:00:00
97,27,4,TRUE,2024-02-06 00:00:00
98,27,7,TRUE,2024-02-06 00:00:00
99,27,8,TRUE,2024-02-06 00:00:00
100,27,6,TRUE,2024-02-06 00:00:00
101,27,12,TRUE,2024-02-06 00:00:00
102,28,12,TRUE,2025-06-06 00:00:00
103,28,7,TRUE,2025-06-06 00:00:00
104,28,15,TRUE,2025-06-06 00:00:00
105,28,14,TRUE,2025-06-06 00:00:00
106,28,4,TRUE,2025-06-06 00:00:00
107,29,6,TRUE,2025-09-09 00:00:00
108,29,4,TRUE,2025-09-09 00:00:00
109,30,15,FALSE,2024-02-12 00:00:00
110,30,4,TRUE,2024-02-12 00:00:00
111,31,8,TRUE,2025-10-03 00:00:00
112,31,12,TRUE,2025-10-03 00:00:00
113,31,7,TRUE,2025-10-03 00:00:00
114,31,4,TRUE,2025-10-03 00:00:00
115,32,13,TRUE,2025-06-06 00:00:00
116,32,15,TRUE,2025-06-06 00:00:00
117,32,4,TRUE,2025-06-06 00:00:00
118,32,5,TRUE,2025-06-06 00:00:00
119,32,6,TRUE,2025-06-06 00:00:00
120,33,5,TRUE,2025-01-14 00:00:00
121,33,12,TRUE,2025-01-14 00:00:00
122,33,14,TRUE,2025-01-14 00:00:00
123,33,13,TRUE,2025-01-14 00:00:00
124,34,11,FALSE,2025-07-09 00:00:00
125,34,8,TRUE,2025-07-09 00:00:00
126,34,6,TRUE,2025-07-09 00:00:00
127,34,5,TRUE,2025-07-09 00:00:00
128,34,7,TRUE,2025-07-09 00:00:00
129,35,5,TRUE,2025-09-20 00:00:00
130,35,8,TRUE,2025-09-20 00:00:00
131,35,12,TRUE,2025-09-20 00:00:00
132,35,4,TRUE,2025-09-20 00:00:00
133,35,15,TRUE,2025-09-20 00:00:00
134,36,5,TRUE,2025-05-30 00:00:00
135,36,14,TRUE,2025-05-30 00:00:00
136,37,6,TRUE,2025-09-18 00:00:00
137,37,4,TRUE,2025-09-18 00:00:00
138,37,14,TRUE,2025-09-18 00:00:00
139,37,5,FALSE,2025-09-18 00:00:00
140,38,11,FALSE,2024-08-17 00:00:00
141,38,7,TRUE,2024-08-17 00:00:00
142,38,15,TRUE,2024-08-17 00:00:00
143,38,14,TRUE,2024-08-17 00:00:00
144,39,7,TRUE,2024-11-15 00:00:00
145,39,5,TRUE,2024-11-15 00:00:00
146,40,11,TRUE,2025-08-21 00:00:00
147,40,8,TRUE,2025-08-21 00:00:00
148,40,12,TRUE,2025-08-21 00:00:00
149,40,5,TRUE,2025-08-21 00:00:00
150,41,8,TRUE,2025-05-17 00:00:00
151,41,13,TRUE,2025-05-17 00:00:00
152,42,12,TRUE,2025-07-24 00:00:00
153,42,5,TRUE,2025-07-24 00:00:00
154,42,8,FALSE,2025-07-24 00:00:00
155,43,5,TRUE,2024-05-30 00:00:00
156,43,7,TRUE,2024-05-30 00:00:00
157,44,4,TRUE,2025-09-21 00:00:00
158,44,15,TRUE,2025-09-21 00:00:00
159,44,11,TRUE,2025-09-21 00:00:00
160,44,8,TRUE,2025-09-21 00:00:00
161,44,7,TRUE,2025-09-21 00:00:00
162,45,4,TRUE,2025-04-08 00:00:00
163,45,7,TRUE,2025-04-08 00:00:00
164,45,14,TRUE,2025-04-08 00:00:00
165,46,12,TRUE,2024-08-30 00:00:00
166,46,7,TRUE,2024-08-30 00:00:00
167,46,8,TRUE,2024-08-30 00:00:00
168,47,15,TRUE,2024-06-22 00:00:00
169,47,13,TRUE,2024-06-22 00:00:00
170,48,5,TRUE,2024-11-09 00:00:00
171,48,6,TRUE,2024-11-09 00:00:00
172,48,13,TRUE,2024-11-09 00:00:00
173,48,12,TRUE,2024-11-09 00:00:00
174,49,8,TRUE,2025-05-01 00:00:00
175,49,4,TRUE,2025-05-01 00:00:00
176,50,12,TRUE,2025-11-02 00:00:00
177,50,8,TRUE,2025-11-02 00:00:00
178,50,13,TRUE,2025-11-02 00:00:00
179,50,15,TRUE,2025-11-02 00:00:00
180,51,5,TRUE,2025-07-27 00:00:00
181,51,4,TRUE,2025-07-27 00:00:00
182,51,13,TRUE,2025-07-27 00:00:00
183,52,12,TRUE,2024-06-14 00:00:00
184,52,8,TRUE,2024-06-14 00:00:00
185,52,5,TRUE,2024-06-14 00:00:00
186,52,11,FALSE,2024-06-14 00:00:00
187,53,12,TRUE,2024-08-22 00:00:00
188,53,13,TRUE,2024-08-22 00:00:00
189,53,8,TRUE,2024-08-22 00:00:00
190,53,4,TRUE,2024-08-22 00:00:00
191,54,12,TRUE,2025-05-03 00:00:00
192,54,4,TRUE,2025-05-03 00:00:00
193,55,14,TRUE,2024-09-21 00:00:00
194,55,6,TRUE,2024-09-21 00:00:00
195,55,11,TRUE,2024-09-21 00:00:00
196,55,7,TRUE,2024-09-21 00:00:00
197,56,8,TRUE,2024-08-24 00:00:00
198,56,7,TRUE,2024-08-24 00:00:00
199,57,13,TRUE,2024-06-29 00:00:00
200,57,15,TRUE,2024-06-29 00:00:00
201,57,14,TRUE,2024-06-29 00:00:00
202,57,11,TRUE,2024-06-29 00:00:00
203,57,8,TRUE,2024-06-29 00:00:00
204,58,13,TRUE,2024-05-05 00:00:00
205,58,14,TRUE,2024-05-05 00:00:00
206,58,4,TRUE,2024-05-05 00:00:00
207,58,12,TRUE,2024-05-05 00:00:00
208,58,11,TRUE,2024-05-05 00:00:00
209,59,12,TRUE,2024-02-17 00:00:00
210,59,13,TRUE,2024-02-17 00:00:00
211,60,12,TRUE,2024-01-22 00:00:00
212,60,14,TRUE,2024-01-22 00:00:00
213,60,11,TRUE,2024-01-22 00:00:00
214,60,13,TRUE,2024-01-22 00:00:00
